Letter,Title,Description
F,Foglie di cassava,"Le cassava, detta anche manioca o yuca, è una radice di origini sudamericane: molto diffusa nei paesi tropicali, è nota per le sue ..."
F,Foglie di ciliegio,
F,Foglie di curry,"Le foglie di curry, anche se il nome potrebbe suggerire il contrario, non hanno nulla a che fare con la spezia indiana: conosciute in ..."
F,Foglie di fieno greco secche,"Le foglie di fieno greco secche sono utilizzate come spezia in molti Paesi orientali, soprattutto in India. Si ricavano dalla pianta ..."
F,Foglie di ibisco,Le foglie di ibisco sono un ottimo ingrediente per preparare bevande dissetanti e rinfrescanti. Rappresentano un ottimo sostituto del ...
F,Foglie di manioca,"Le foglie di manioca sono un ingrediente decisamente particolare, derivante da una pianta di cui si consuma solitamente la radice. Si ..."
F,Foglie di mirto,"Le foglie di mirto sono ricavate dalla pianta Myrtus communis, appartenente alla famiglia delle mirtacee, conosciuta in tutto il mondo ..."
F,Foglie di olivo,"Anche quelli che sono considerati generalmente prodotti di scarto possono trovare impiego in cucina. È il caso delle foglie di olivo, ..."
F,Foglie di ribes,"Foglie di ribes, proprietà principali
Le foglie di ribes appartengono alla pianta della famiglia delle Sassifragaceae dalla quale ..."
F,Foglie di vite,"Da sempre la vite, oltre che per il vino, è coltivata anche per la produzione di foglie che fanno da contenitore (come involtini) di ..."
F,Foie gras,"Foie gras, proprietà principali
Il foie gras è un prodotto tipico della tradizione culinaria francese. Si tratta di fegato d’oca, o di ..."
F,Fondo di cottura,"Fondo di cottura, proprietà principali
Il fondo di cottura si usa come base per la preparazione di pietanze ed è una salsa ottenuta ..."
F,Fonduta,"La prima fonduta non si dimentica mai: questa preparazione, piatto nazionale della Svizzera, risulta essere molto diffuso anche in ..."
F,Fontina,
F,Fontina Valdostana DOP,"La Fontina Valdostana DOP è un formaggio a Denominazione d’Origine Protetta dal sapore dolce, con un delicato profumo di latte, una ..."
F,Formaggetta savonese,"Formaggetta savonese, caratteristiche principali
La formaggetta savonese è un tipico formaggio ligure che si produce prevalentemente ..."
F,Formaggi misti,I formaggi misti accompagnano da sempre i momenti più golosi della nostra tavola. Vengono serviti in occasione di antipasti e aperitivi ...
F,Formaggini,"Amati da grandi e piccini, i formaggini evocano in tutti noi ricordi d’infanzia: il loro sapore ricorda quello del latte e la loro ..."
F,Formaggini di capra,I formaggini di capra sono dei deliziosi formaggi morbidi confezionati in piccole porzioni di origine casearia prodotti dalla ...
F,Formaggio Belpaese,"Formaggio Belpaese, caratteristiche principali
Il formaggio Belpaese è un formaggio a pasta semimolle e apprezzato proprio per questa ..."
F,Formaggio Bitto,"Il Bitto è un formaggio tipico della Valtellina che si produce esclusivamente, da disciplinare, con latte munto nel territorio di ..."
F,Formaggio Camembert,"Il formaggio Camembert è un formaggio a pasta molle di origine francese, preparato con latte di vacca e caratterizzato da una ..."
F,Formaggio Casatella Trevigiana,"Formaggio Casatella Trevigiana, proprietà principali
La Casatella Trevigiana è un formaggio fresco a pasta molle prodotto con latte ..."
F,Formaggio Casera,"Formaggio Casera, caratteristiche principali
Il formaggio Casera è un formaggio semigrasso a pasta semicotta e semiduro, prodotto in ..."
F,Formaggio Edam,Il formaggio Edam è tra gli alimenti più diffusi e apprezzati del nostro Paese. Si tratta di un formaggio realizzato con latte di ...
F,Formaggio Fontal,"Il formaggio Fontal è uno dei protagonisti assoluti della nostra tavola. Si tratta di un prodotto caseario originario del nostro Paese, ..."
F,Formaggio Gouda,Il Gouda è il formaggio olandese più famoso che da solo rappresenta il 60% della produzione di prodotti caseari nei Paesi Bassi. Grasso ...
F,Formaggio Gouda affumicato,"Questo delizioso formaggio semiduro deve il suo nome alla città di Gouda, in Olanda, e sebbene altri posti lo producano molti ..."
F,Formaggio Halloumi,"Il formaggio Halloumi è un prodotto gustoso tipico di Cipro, nel nord dell’isola è conosciuto anche con il nome turco di hellim. Per la ..."
F,Formaggio Italico,Per formaggio italico non si intende un solo formaggio: il termine Italico è stato classificato nel 1941 dal Ministero dell’Agricoltura ...
F,Formaggio Latteria,"Il formaggio latteria è un formaggio a latte crudo, ossia fresco di mungitura e senza l’aggiunta dei fermenti artificiali. Esistono ..."
F,Formaggio Lodigiano,Il formaggio Lodigiano è considerato il capostipite di tutti i formaggi a pasta grana ed è un ingrediente tanto apprezzato quanto ...
F,Formaggio Monte Veronese,"Il formaggio Monte Veronese è un latticino a pasta semicotta, derivante da latte vaccino. Si tratta di un prodotto tipico del Veneto, e ..."
F,Formaggio Murazzano,"Il Murazzano DOP è un formaggio a pasta fresca, grasso, che viene prodotto con latte ovino di pecora delle Langhe in purezza o con una ..."
F,Formaggio Ossolano,"Formaggio Ossolano, caratteristiche principali
Il formaggio Ossolano è un prodotto tipico del Piemonte, con una lunga storia alle ..."
F,Formaggio Parmigiano vegan,"Formaggio Parmigiano vegan, caratteristiche principali
Il formaggio Parmigiano vegan rappresenta una valida e gustosa alternativa a ..."
F,Formaggio Petit Suisse,Il formaggio Petit Suisse è un formaggio non stagionato e non salato che si presenta alla vista con una consistenza densa e cremosa che ...
F,Formaggio Provatura,La Provatura è un formaggio tipico della tradizione laziale. È molto conosciuto nel suo territorio d’origine e molto poco diffuso fuori ...
F,Formaggio Quark,Il formaggio quark è un formaggio caprino a pasta molle. Ha un gusto leggermente acido e si può spalmare. Si tratta di un ingrediente ...
F,Formaggio Ragusano,"Il Formaggio Ragusano è un formaggio tipico prodotto in Sicilia, nella provincia di Ragusa e Siracusa. A pasta dura, filata con media e ..."
F,Formaggio Roquefort,"Il formaggio Roquefort è un formaggio a pasta erborinata molto prestigioso, originario della Francia. Viene prodotto utilizzando latte ..."
F,Formaggio Sbrinz,Lo Sbrinz è un formaggio a pasta extradura molto saporito che viene prodotto solo in 26 caseifici di pianura e d’alpe nella Svizzera ...
F,Formaggio Valtellina Casera DOP,Il Valtellina Casera è un formaggio italiano a Denominazione di Origine Protetta (la cosiddetta DOP). Si tratta di un formaggio ...
F,Formaggio Vezzena,"Formaggio Vezzena, caratteristiche principali
Il formaggio Vezzena è un prodotto a pasta semidura e semicotta che viene lavorato ..."
F,Formaggio al pepe,"Formaggio al pepe, caratteristiche principali
Il formaggio al pepe è un ingrediente molto particolare e che può essere usato per la ..."
F,Formaggio caprino,Il formaggio caprino è una delle specialità casearie tipiche di molte regioni d’Italia: la sua consistenza morbida e quasi cremosa lo ...
F,Formaggio di fossa,"Formaggio di fossa, caratteristiche principali
Il formaggio di fossa, a pasta dura o semidura, è prodotto generalmente con latte ..."
F,Formaggio di montagna,Con il termine formaggio di montagna indichiamo una serie di formaggi delicati e aromatici che provengono dalla tradizione contadina. ...
F,Formaggio fresco spalmabile,"Morbido, cremoso e saporito, il formaggio fresco spalmabile è perfetto per mettere in tavola uno snack veloce, ma la sua versatilità lo ..."
F,Formaggio pecorino,"Formaggio pecorino, proprietà principali
Con la dicitura formaggio pecorino si intende qualsiasi tipo di formaggio prodotto con latte ..."
F,Formaggio vaccino,"Formaggio vaccino, proprietà principali
Il formaggio vaccino si ottiene dal latte di mucca, un liquido bianco secreto dalla ghiandola ..."
F,Formaggio vegano,"Il formaggio vegano è un alimento che viene consumato da chi segue una dieta vegana, ossia priva di cibi di derivazione animale, ..."
F,Fragole,"Fragole, proprietà principali
Di per sé i semini verdi presenti sulla superficie sono i veri frutti, mentre la fragola ne rappresenta ..."
F,Fragoline di bosco,Le fragoline di bosco sono un piccolo frutto spontaneo di colore rosso vivo appartenente alla specie erbacea fragaria (come il ...
F,Fregola sarda,Con il termine fregola sarda facciamo riferimento a una pasta di semola dura prodotta nella regione Sardegna. Il suo nome originario è ...
F,Friarielli,I friarielli sono una verdura ricca di proprietà che può essere usata per preparare numerosi piatti di vario tipo: dai contorni alle ...
F,Friggitelli,I friggitelli sono degli ortaggi molto simili ai peperoni. Il termine indica una cultivar dolce e non piccante di peperoncino detta ...
F,Frijoles refritos (crema di fagioli),"Frijoles refritos, caratteristiche principali
I frijoles refritos sono un piatto tipico della cucina latino-americana. Si potrebbe ..."
F,Friselle,"Le friselle sono un ingrediente tipico del Sud Italia. Si tratta di un prodotto da forno a base di farina di grano duro, con una ..."
F,Fromage blanc,"Il fromage blanc è un formaggio di origine francese, diffuso anche nel Belgio meridionale. Si tratta di un formaggio fresco, cremoso, ..."
F,Frumina,"La frumina è amido di frumento o di grano, è composta da chicchi di grano tenero macinati e messi in ammollo nell’acqua.
Frumina, ..."
F,Frutta candita,"La frutta candita è un tipo di frutta che è stata sottoposta a canditura, un metodo di conservazione molto antico. Consiste ..."
F,Frutta di stagione,"Frutta di stagione, proprietà principali
La frutta di stagione raggruppa ogni prodotto frutticolo consumato localmente e durante la ..."
F,Frutta sciroppata,"Frutta sciroppata, caratteristiche principali
La frutta sciroppata è un alimento dolce che deriva dalla frutta fresca, tagliata a pezzi ..."
F,Frutti di bosco,"Alimenti di origine vegetale, i frutti di bosco sono frutti che appartengono al sottobosco e, in generale, alla vegetazione selvatica. ..."
F,Frutti di mare,I frutti di mare più comunemente utilizzati in cucina comprendono tre delle otto classi della classificazione scientifica che comprende ...
F,Fruttinsieme al liquore,"Fruttinsieme al liquore, caratteristiche principali
Fruttinsieme al liquore è una preparazione a base di frutta sotto spirito che viene ..."
F,Frutto della passione,"Frutto della passione, proprietà principali
Il frutto della passione è il frutto di una specie di Passiflora di origine tropicale, una ..."
F,Fruttosio,Il fruttosio è una sostanza caratterizzata da un sapore dolce che si può utilizzare come sostituto dello zucchero (saccarosio) per la ...
F,Fumetto di crostacei,"Fumetto di crostacei, caratteristiche principali
Il fumetto di crostacei, conosciuto anche come bisque di gamberi, è un brodo ad alta ..."
F,Fumetto di pesce,"Fumetto di pesce, caratteristiche principali
Il fumetto di pesce, come il brodo di carne, si ottiene tramite cottura lenta degli scarti ..."
F,Funghetti sott'olio,"I funghetti sott’olio hanno un tipo di conservazione che li rende più grassi di quelli classici. L’olio, infatti, anche se più magro ..."
F,Funghi,"Se si escludono quelli velenosi, i funghi commestibili sono tantissimi e si prestano – sia secchi che freschi o surgelati – a numerose ..."
F,Funghi cardoncelli,"Funghi cardoncelli, proprietà principali
I funghi cardoncelli sono noti con il nome scientifico di Pleurotus eryngii. Sono funghi dal ..."
F,Funghi champignon,"Funghi champignon, proprietà principali
Come tutti i funghi, anche gli champignon nascono da un filamento chiamato micelio che si ..."
F,Funghi chiodini,"Funghi chiodini, proprietà principali
I funghi chiodini – conosciuti anche come gli asparagi dei funghi – crescono nei boschi sui ceppi ..."
F,Funghi cinesi neri secchi,"I funghi cinesi neri secchi, conosciuti anche con il nome di Mu Ehr, sono un prodotto alimentare molto particolare, per forma e per ..."
F,Funghi gallinacci,"Funghi gallinacci, caratteristiche principali
I funghi gallinacci, conosciuti anche come finferli, sono selvatici e commestibili. Il ..."
F,Funghi marzuoli,"I funghi marzuoli, come si evince dal nome, sono tra le primissime varietà a fare la loro comparsa in primavera, quando le temperature ..."
F,Funghi mazze di tamburo,"L’autunno è la stagione ideale per i funghi, che tuttavia sono spesso in commercio tutto l’anno. Le varietà sono tantissime, alcune ..."
F,Funghi ovoli,"Funghi ovoli, proprietà principali
Ingrediente prelibato e ricercato, i funghi ovoli, conosciuti anche come amanita caesarea o funghi ..."
F,Funghi pioppini,"I funghi pioppini, nome scientifico Agrocybe aegerita, sono una varietà di funghi di bosco commestibili, molto simili ai chiodini. In ..."
